"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"25.08.2021","4,660","4,580","4,700","4,530","437,57K","2,42%"
"24.08.2021","4,550","4,520","4,650","4,430","783,80K","2,48%"
"23.08.2021","4,440","4,170","4,470","4,170","398,35K","6,47%"
"20.08.2021","4,170","4,130","4,230","4,110","381,28K","0,48%"
"19.08.2021","4,150","4,260","4,370","4,070","860,03K","-5,03%"
"18.08.2021","4,370","4,420","4,570","4,240","276,57K","-2,24%"
"17.08.2021","4,470","4,580","4,690","4,426","328,42K","-3,66%"
"16.08.2021","4,640","4,600","4,700","4,420","448,99K","-0,64%"
"13.08.2021","4,670","4,870","4,880","4,570","276,82K","-4,50%"
"12.08.2021","4,890","4,810","4,900","4,755","209,53K","1,03%"
"11.08.2021","4,840","4,760","4,849","4,680","188,37K","1,47%"
"10.08.2021","4,770","4,720","4,830","4,670","167,54K","1,71%"
"09.08.2021","4,690","4,620","4,700","4,516","642,66K","1,30%"
"06.08.2021","4,630","4,890","4,930","4,590","257,09K","-4,54%"
"05.08.2021","4,850","4,720","4,950","4,680","236,94K","3,19%"
"04.08.2021","4,700","4,700","4,770","4,615","181,60K","-0,84%"
"03.08.2021","4,740","4,800","4,800","4,416","369,92K","-1,04%"
"02.08.2021","4,790","4,790","4,880","4,685","266,10K","0,63%"
"30.07.2021","4,760","4,890","4,890","4,650","443,00K","-1,86%"
"29.07.2021","4,850","4,610","4,990","4,580","740,32K","4,30%"
"28.07.2021","4,650","4,360","4,730","4,320","701,50K","9,67%"
"27.07.2021","4,240","4,100","4,280","4,050","774,12K","-1,85%"
"26.07.2021","4,320","4,070","4,320","4,070","385,39K","5,62%"
"23.07.2021","4,090","4,210","4,210","4,080","154,53K","-2,15%"
"22.07.2021","4,180","4,050","4,270","3,996","684,48K","2,96%"
"21.07.2021","4,060","3,700","4,180","3,700","873,58K","12,78%"
"20.07.2021","3,600","3,380","3,600","3,380","212,24K","6,51%"
"19.07.2021","3,380","3,530","3,530","3,380","473,27K","-7,14%"
"16.07.2021","3,640","3,810","3,810","3,571","308,27K","-2,93%"
"15.07.2021","3,750","3,810","3,860","3,720","147,11K","-2,09%"
"14.07.2021","3,830","3,920","4,000","3,810","237,15K","-2,30%"
"13.07.2021","3,920","3,970","4,000","3,880","121,58K","-1,75%"
"12.07.2021","3,990","3,840","4,000","3,840","259,46K","3,91%"
"09.07.2021","3,840","3,800","3,860","3,770","117,77K","1,86%"
"08.07.2021","3,770","3,860","3,990","3,720","320,03K","-3,08%"
"07.07.2021","3,890","3,870","3,950","3,770","166,95K","0,52%"
"06.07.2021","3,870","4,050","4,050","3,750","362,25K","-3,97%"
"02.07.2021","4,030","4,110","4,150","3,920","210,10K","-1,71%"
"01.07.2021","4,100","4,140","4,220","3,960","259,49K","0,00%"
"30.06.2021","4,100","4,150","4,200","4,030","288,43K","-0,24%"
"29.06.2021","4,110","4,000","4,310","3,950","713,24K","2,75%"
"28.06.2021","4,000","3,870","4,000","3,770","310,56K","3,63%"
"25.06.2021","3,860","3,700","3,960","3,700","494,97K","1,58%"
"24.06.2021","3,800","3,710","3,880","3,710","209,46K","1,60%"
"23.06.2021","3,740","3,820","3,870","3,690","320,23K","0,27%"
"22.06.2021","3,730","3,690","3,770","3,640","162,34K","0,81%"
"21.06.2021","3,700","3,770","3,830","3,670","97,28K","-1,07%"
"18.06.2021","3,740","3,720","3,800","3,545","170,24K","-0,80%"
"17.06.2021","3,770","3,860","3,880","3,650","135,69K","-2,84%"
"16.06.2021","3,880","3,870","3,913","3,790","164,51K","0,00%"
"15.06.2021","3,880","3,940","3,970","3,810","175,01K","-1,27%"
"14.06.2021","3,930","3,830","3,960","3,810","268,21K","4,24%"
"11.06.2021","3,770","3,890","3,890","3,530","1,79M","-1,82%"
"10.06.2021","3,840","3,940","4,060","3,820","412,89K","-2,78%"
"09.06.2021","3,950","4,090","4,090","3,910","564,11K","-3,66%"
"08.06.2021","4,100","4,080","4,139","3,980","443,48K","1,23%"
"07.06.2021","4,050","4,090","4,090","3,950","776,18K","0,75%"
"04.06.2021","4,020","4,090","4,130","3,870","747,72K","-0,74%"
"03.06.2021","4,050","3,920","4,220","3,830","431,02K","3,05%"
"02.06.2021","3,930","3,900","4,130","3,850","549,35K","2,34%"
"01.06.2021","3,840","3,700","3,860","3,630","848,03K","7,26%"
"28.05.2021","3,580","3,580","3,740","3,510","666,90K","-0,28%"
"27.05.2021","3,590","3,280","3,590","3,270","397,64K","8,79%"
"26.05.2021","3,300","3,260","3,330","3,180","163,16K","0,00%"
"25.05.2021","3,300","3,290","3,349","3,190","218,36K","0,92%"
"24.05.2021","3,270","3,270","3,341","3,180","279,47K","2,83%"
"21.05.2021","3,180","3,320","3,362","3,160","351,70K","-4,22%"
"20.05.2021","3,320","3,040","3,330","3,000","682,28K","9,57%"
"19.05.2021","3,030","2,880","3,040","2,810","363,19K","4,48%"
"18.05.2021","2,900","2,820","2,940","2,785","1,14M","3,57%"
"17.05.2021","2,800","2,750","2,950","2,750","744,95K","0,36%"
"14.05.2021","2,790","2,740","2,837","2,739","491,25K","3,72%"
"13.05.2021","2,690","2,610","2,750","2,600","500,46K","1,13%"
"12.05.2021","2,660","2,700","2,800","2,620","452,41K","-1,85%"
"11.05.2021","2,710","2,660","2,720","2,610","187,35K","0,37%"
"10.05.2021","2,700","2,750","2,800","2,680","198,50K","-1,46%"
"07.05.2021","2,740","2,600","2,790","2,600","258,20K","3,79%"
"06.05.2021","2,640","2,650","2,670","2,596","147,76K","-0,38%"
"05.05.2021","2,650","2,600","2,680","2,600","146,81K","1,92%"
"04.05.2021","2,600","2,640","2,670","2,600","163,33K","-1,52%"
"03.05.2021","2,640","2,660","2,730","2,602","259,81K","-0,75%"
"30.04.2021","2,660","2,670","2,740","2,620","330,93K","-0,75%"
"29.04.2021","2,680","2,710","2,780","2,640","402,21K","-1,11%"
"28.04.2021","2,710","2,760","2,810","2,680","506,26K","0,74%"
"27.04.2021","2,690","2,720","2,810","2,650","521,55K","-0,74%"
"26.04.2021","2,710","2,715","2,742","2,650","244,89K","0,74%"
"23.04.2021","2,690","2,720","2,740","2,610","333,23K","-0,37%"
"22.04.2021","2,700","2,840","2,890","2,670","826,65K","-4,59%"
"21.04.2021","2,830","2,680","2,850","2,670","375,05K","4,43%"
"20.04.2021","2,710","2,670","2,720","2,590","275,87K","1,50%"
"19.04.2021","2,670","2,620","2,680","2,600","232,19K","2,69%"
"16.04.2021","2,600","2,710","2,710","2,600","226,65K","-2,26%"
"15.04.2021","2,660","2,720","2,725","2,650","79,97K","-0,37%"
"14.04.2021","2,670","2,680","2,755","2,660","340,45K","-1,84%"
"13.04.2021","2,720","2,800","2,818","2,700","270,69K","-2,51%"
"12.04.2021","2,790","2,790","2,820","2,700","334,20K","0,72%"
"09.04.2021","2,770","2,720","2,805","2,680","224,22K","1,47%"
"08.04.2021","2,730","2,650","2,750","2,638","295,09K","1,49%"
"07.04.2021","2,690","2,640","2,710","2,630","190,99K","0,75%"
"06.04.2021","2,670","2,640","2,720","2,630","144,25K","3,49%"
"05.04.2021","2,580","2,630","2,670","2,580","306,99K","-3,37%"
"01.04.2021","2,670","2,580","2,720","2,560","151,03K","4,30%"
"31.03.2021","2,560","2,610","2,610","2,520","151,91K","1,59%"
"30.03.2021","2,520","2,610","2,610","2,510","435,07K","-3,45%"
"29.03.2021","2,610","2,620","2,630","2,550","188,56K","-0,38%"
"26.03.2021","2,620","2,630","2,690","2,550","384,39K","-0,76%"
"25.03.2021","2,640","2,740","2,760","2,610","395,24K","-5,04%"
"24.03.2021","2,780","2,770","2,850","2,730","386,06K","0,00%"
"23.03.2021","2,780","2,880","2,920","2,760","319,61K","-5,44%"
"22.03.2021","2,940","2,840","2,940","2,799","430,85K","3,89%"
"19.03.2021","2,830","2,770","2,890","2,764","135,53K","1,80%"
"18.03.2021","2,780","2,760","2,950","2,720","681,14K","-0,36%"
"17.03.2021","2,790","2,830","3,010","2,770","1,77M","-1,06%"
"16.03.2021","2,820","2,750","2,870","2,670","657,94K","2,92%"
"15.03.2021","2,740","2,660","2,780","2,630","368,75K","3,79%"
"12.03.2021","2,640","2,720","2,734","2,630","355,47K","-2,94%"
"11.03.2021","2,720","2,660","2,750","2,660","544,94K","2,64%"
"10.03.2021","2,650","2,630","2,780","2,570","615,66K","0,38%"
"09.03.2021","2,640","2,610","2,699","2,600","334,99K","0,00%"
"08.03.2021","2,640","2,870","2,900","2,550","1,16M","-5,04%"
"05.03.2021","2,780","2,810","2,820","2,650","486,49K","2,96%"
"04.03.2021","2,700","2,710","2,850","2,615","777,02K","3,85%"
"03.03.2021","2,600","2,620","2,740","2,600","458,04K","-1,14%"
"02.03.2021","2,630","2,680","2,720","2,610","710,83K","-1,87%"
"01.03.2021","2,680","2,850","2,880","2,660","906,28K","-0,74%"
"26.02.2021","2,700","2,690","2,820","2,650","676,09K","-0,37%"
"25.02.2021","2,710","2,850","2,850","2,680","686,34K","-2,52%"
"24.02.2021","2,780","2,720","2,830","2,719","590,44K","2,96%"
"23.02.2021","2,700","2,760","2,800","2,670","1,22M","0,00%"
"22.02.2021","2,700","3,100","3,100","2,630","1,02M","-11,48%"
"19.02.2021","3,050","3,000","3,130","3,000","556,76K","1,33%"
"18.02.2021","3,010","3,100","3,200","2,970","904,15K","-1,95%"
"17.02.2021","3,070","3,070","3,150","3,010","1,11M","1,32%"
"16.02.2021","3,030","2,980","3,200","2,940","1,27M","8,21%"
"12.02.2021","2,800","2,840","2,900","2,790","1,60M","0,00%"
"11.02.2021","2,800","2,620","2,830","2,620","876,79K","5,66%"
"10.02.2021","2,650","2,600","2,690","2,540","330,12K","2,32%"
"09.02.2021","2,590","2,730","2,750","2,550","614,90K","-5,47%"
"08.02.2021","2,740","2,720","2,830","2,650","427,06K","2,24%"
"05.02.2021","2,680","2,700","2,780","2,640","514,26K","3,88%"
"04.02.2021","2,580","2,580","2,700","2,540","669,02K","2,38%"
"03.02.2021","2,520","2,540","2,600","2,500","674,33K","0,00%"
"02.02.2021","2,520","2,490","2,580","2,490","148,22K","1,20%"
"01.02.2021","2,490","2,530","2,570","2,460","221,08K","0,00%"
"29.01.2021","2,490","2,600","2,680","2,420","216,18K","-4,23%"
"28.01.2021","2,600","2,660","2,740","2,590","75,01K","-1,52%"
"27.01.2021","2,640","2,710","2,750","2,600","178,63K","-3,30%"
"26.01.2021","2,730","2,800","2,990","2,720","304,51K","-2,50%"
"25.01.2021","2,800","2,730","2,845","2,670","161,41K","3,70%"
"22.01.2021","2,700","2,710","2,760","2,660","43,34K","-0,37%"
"21.01.2021","2,710","2,800","2,850","2,680","83,94K","-4,24%"
"20.01.2021","2,830","2,850","2,900","2,800","94,58K","-0,35%"
"19.01.2021","2,840","2,740","2,850","2,714","183,73K","3,65%"
"15.01.2021","2,740","2,670","2,765","2,620","98,49K","2,62%"
"14.01.2021","2,670","2,780","2,780","2,640","417,25K","-3,61%"
"13.01.2021","2,770","2,780","2,800","2,650","99,82K","1,09%"
"12.01.2021","2,740","2,700","2,818","2,700","145,29K","-0,36%"
"11.01.2021","2,750","2,720","2,800","2,640","146,19K","1,17%"
"08.01.2021","2,718","2,880","2,900","2,700","119,30K","-3,61%"
"07.01.2021","2,820","2,910","2,940","2,730","136,42K","-0,70%"
"06.01.2021","2,840","2,780","2,930","2,726","262,73K","4,41%"
"05.01.2021","2,720","2,530","2,800","2,530","174,38K","7,94%"
"04.01.2021","2,520","2,590","2,590","2,455","102,21K","-1,56%"
"31.12.2020","2,560","2,550","2,600","2,510","48,21K","0,20%"
"30.12.2020","2,555","2,550","2,710","2,530","329,77K","-3,22%"
"29.12.2020","2,640","2,640","2,650","2,550","101,91K","1,93%"
"28.12.2020","2,590","2,600","2,690","2,550","274,12K","-0,38%"
"24.12.2020","2,600","2,670","2,720","2,600","134,55K","-5,45%"
"23.12.2020","2,750","2,710","2,870","2,710","105,32K","1,48%"
"22.12.2020","2,710","2,681","2,790","2,660","77,00K","-0,37%"
"21.12.2020","2,720","2,730","2,740","2,608","131,41K","-2,33%"
"18.12.2020","2,785","2,910","2,910","2,751","116,65K","-3,30%"
"17.12.2020","2,880","2,820","2,910","2,740","68,06K","3,97%"
"16.12.2020","2,770","2,750","2,806","2,705","177,76K","0,73%"
"15.12.2020","2,750","2,760","2,864","2,730","108,37K","1,85%"
"14.12.2020","2,700","2,910","2,930","2,700","126,87K","-4,59%"
"11.12.2020","2,830","2,850","2,890","2,760","138,30K","0,71%"
"10.12.2020","2,810","2,710","2,880","2,710","207,17K","3,31%"
"09.12.2020","2,720","2,730","2,840","2,700","103,49K","-0,37%"
"08.12.2020","2,730","2,790","2,890","2,680","95,52K","-3,19%"
"07.12.2020","2,820","2,950","2,990","2,780","224,39K","-2,76%"
"04.12.2020","2,900","2,890","2,990","2,810","290,54K","2,84%"
"03.12.2020","2,820","2,800","2,920","2,730","157,93K","0,36%"
"02.12.2020","2,810","2,650","2,900","2,520","201,61K","6,44%"
"01.12.2020","2,640","2,630","2,730","2,570","200,93K","-0,38%"
"30.11.2020","2,650","2,730","2,780","2,490","256,15K","-1,85%"
"27.11.2020","2,700","2,630","2,775","2,630","124,40K","3,05%"
"25.11.2020","2,620","2,680","2,770","2,590","207,93K","-0,76%"
"24.11.2020","2,640","2,580","2,700","2,580","649,03K","5,18%"
"23.11.2020","2,510","2,500","2,530","2,450","59,54K","2,87%"
"20.11.2020","2,440","2,550","2,630","2,390","310,07K","-4,13%"
"19.11.2020","2,545","2,390","2,550","2,373","96,81K","4,73%"
"18.11.2020","2,430","2,470","2,565","2,370","150,99K","-3,57%"
"17.11.2020","2,520","2,525","2,570","2,470","209,97K","2,44%"
"16.11.2020","2,460","2,440","2,515","2,427","217,69K","2,50%"
"13.11.2020","2,400","2,355","2,480","2,300","72,62K","2,56%"
"12.11.2020","2,340","2,550","2,550","2,300","143,79K","-6,02%"
"11.11.2020","2,490","2,610","2,650","2,440","341,06K","0,61%"
"10.11.2020","2,475","2,430","2,600","2,420","319,38K","1,02%"
"09.11.2020","2,450","2,360","2,600","2,360","520,41K","10,36%"
"06.11.2020","2,220","2,200","2,280","2,130","329,12K","3,26%"
"05.11.2020","2,150","2,190","2,260","2,110","137,68K","1,90%"
"04.11.2020","2,110","2,150","2,210","2,110","31,86K","-1,86%"
"03.11.2020","2,150","2,090","2,210","2,070","162,92K","3,86%"
"02.11.2020","2,070","2,000","2,125","1,990","109,69K","4,02%"
"30.10.2020","1,990","1,970","2,080","1,860","216,19K","-2,45%"
"29.10.2020","2,040","1,990","2,180","1,990","104,68K","1,49%"
"28.10.2020","2,010","2,040","2,090","1,900","248,70K","-0,99%"
"27.10.2020","2,030","2,100","2,130","2,030","52,12K","-3,79%"
"26.10.2020","2,110","2,220","2,220","2,110","137,73K","-4,09%"
"23.10.2020","2,200","2,225","2,270","2,180","45,65K","0,92%"
"22.10.2020","2,180","2,210","2,280","2,160","34,38K","-1,80%"
"21.10.2020","2,220","2,340","2,340","2,210","46,93K","-3,90%"
"20.10.2020","2,310","2,310","2,345","2,275","189,32K","3,12%"
"19.10.2020","2,240","2,220","2,350","2,220","139,56K","-0,44%"
"16.10.2020","2,250","2,340","2,400","2,240","167,95K","-4,66%"
"15.10.2020","2,360","2,430","2,440","2,220","238,86K","-4,45%"
"14.10.2020","2,470","2,440","2,550","2,440","149,89K","0,82%"
"13.10.2020","2,450","2,400","2,560","2,400","940,38K","2,51%"
"12.10.2020","2,390","2,380","2,430","2,350","74,36K","-1,65%"
"09.10.2020","2,430","2,460","2,460","2,370","453,47K","-0,61%"
"08.10.2020","2,445","2,410","2,520","2,400","168,84K","0,62%"
"07.10.2020","2,430","2,410","2,570","2,380","64,33K","-0,82%"
"06.10.2020","2,450","2,470","2,540","2,415","48,19K","-0,41%"
"05.10.2020","2,460","2,590","2,610","2,460","174,79K","1,23%"
"02.10.2020","2,430","2,360","2,540","2,250","320,58K","5,65%"
"01.10.2020","2,300","2,360","2,370","2,250","101,97K","2,22%"
"30.09.2020","2,250","2,290","2,420","2,244","122,01K","-3,43%"
"29.09.2020","2,330","2,240","2,350","2,210","89,80K","-1,27%"
"28.09.2020","2,360","2,200","2,400","2,175","157,52K","7,76%"
"25.09.2020","2,190","2,190","2,240","2,140","53,57K","-0,90%"
"24.09.2020","2,210","2,030","2,250","2,030","213,28K","5,74%"
"23.09.2020","2,090","2,050","2,120","2,040","101,76K","0,48%"
"22.09.2020","2,080","2,200","2,260","2,080","51,08K","-4,15%"
"21.09.2020","2,170","2,300","2,300","2,130","64,27K","-7,66%"
"18.09.2020","2,350","2,210","2,390","2,210","96,86K","3,98%"
"17.09.2020","2,260","2,320","2,410","2,260","55,49K","-6,22%"
"16.09.2020","2,410","2,410","2,445","2,250","166,51K","-2,03%"
"15.09.2020","2,460","2,350","2,520","2,310","133,90K","5,58%"
"14.09.2020","2,330","2,410","2,430","2,320","143,88K","-4,90%"
"11.09.2020","2,450","2,530","2,600","2,440","225,43K","0,00%"
"10.09.2020","2,450","2,260","2,580","2,260","374,91K","8,41%"
"09.09.2020","2,260","2,350","2,450","2,250","265,05K","-3,62%"
"08.09.2020","2,345","2,560","2,590","2,320","480,26K","-6,94%"
"04.09.2020","2,520","2,750","2,750","2,500","591,54K","-5,26%"
"03.09.2020","2,660","2,820","2,861","2,650","429,49K","-6,01%"
"02.09.2020","2,830","2,900","2,980","2,830","103,01K","-3,08%"
"01.09.2020","2,920","2,900","2,969","2,890","40,69K","1,74%"
"31.08.2020","2,870","3,040","3,040","2,870","551,16K","-4,01%"
"28.08.2020","2,990","2,930","3,080","2,890","183,82K","2,40%"
"27.08.2020","2,920","2,990","2,990","2,860","31,93K","0,34%"
"26.08.2020","2,910","2,990","2,990","2,890","159,12K","-2,68%"
"25.08.2020","2,990","2,920","2,990","2,810","146,92K","2,75%"
"24.08.2020","2,910","3,020","3,130","2,810","284,07K","-3,00%"
"21.08.2020","3,000","3,010","3,100","2,960","68,44K","-0,66%"
"20.08.2020","3,020","2,960","3,100","2,960","161,23K","-0,98%"
"19.08.2020","3,050","3,000","3,150","2,990","134,79K","-0,65%"
"18.08.2020","3,070","3,070","3,150","3,070","199,06K","-0,97%"
"17.08.2020","3,100","3,080","3,195","2,950","183,12K","0,32%"
"14.08.2020","3,090","3,070","3,190","3,050","135,02K","-1,59%"
"13.08.2020","3,140","3,020","3,240","3,020","646,93K","3,97%"
"12.08.2020","3,020","3,200","3,200","3,000","397,33K","-7,08%"
"11.08.2020","3,250","3,460","3,565","3,200","431,30K","-5,52%"
"10.08.2020","3,440","3,460","3,600","3,380","278,48K","-1,43%"
"07.08.2020","3,490","3,460","3,620","3,375","251,86K","-0,29%"
"06.08.2020","3,500","3,450","3,625","3,350","746,08K","0,29%"
"05.08.2020","3,490","3,600","3,872","3,400","917,10K","-2,51%"
"04.08.2020","3,580","3,890","3,960","3,540","1,01M","-1,38%"
"03.08.2020","3,630","3,500","3,790","3,400","457,59K","3,13%"
"31.07.2020","3,520","3,550","3,670","3,405","89,97K","-0,28%"
"30.07.2020","3,530","3,690","3,690","3,455","408,83K","-2,49%"
"29.07.2020","3,620","3,800","3,820","3,530","386,06K","-2,16%"
"28.07.2020","3,700","3,660","3,900","3,500","141,59K","0,00%"
"27.07.2020","3,700","3,650","3,791","3,650","84,88K","2,21%"
"24.07.2020","3,620","3,740","3,800","3,580","81,61K","-2,16%"
"23.07.2020","3,700","3,540","3,850","3,540","394,32K","2,49%"
"22.07.2020","3,610","3,490","3,750","3,400","246,19K","4,64%"
"21.07.2020","3,450","3,410","3,674","3,380","316,85K","2,68%"
"20.07.2020","3,360","3,200","3,500","3,170","281,56K","5,99%"
"17.07.2020","3,170","3,360","3,450","3,140","212,00K","-6,76%"
"16.07.2020","3,400","3,220","3,435","3,120","94,03K","7,94%"
"15.07.2020","3,150","3,160","3,364","3,150","152,22K","-0,47%"
"14.07.2020","3,165","3,040","3,250","3,023","76,78K","1,12%"
"13.07.2020","3,130","3,250","3,455","3,070","392,89K","-2,49%"
"10.07.2020","3,210","3,050","3,370","3,040","229,61K","2,23%"
"09.07.2020","3,140","3,210","3,268","3,080","36,42K","-2,18%"
"08.07.2020","3,210","3,130","3,330","3,070","104,88K","0,31%"
"07.07.2020","3,200","3,140","3,310","3,100","133,51K","-1,54%"
"06.07.2020","3,250","3,340","3,370","3,096","525,11K","3,83%"
"02.07.2020","3,130","3,050","3,230","3,050","22,83K","0,97%"
"01.07.2020","3,100","3,030","3,170","3,010","54,82K","1,64%"
"30.06.2020","3,050","3,030","3,050","2,700","205,10K","0,66%"
"29.06.2020","3,030","3,070","3,170","2,950","129,08K","-0,98%"
"26.06.2020","3,060","3,240","3,240","3,030","91,72K","-8,38%"
"25.06.2020","3,340","3,300","3,500","3,060","85,24K","0,91%"
"24.06.2020","3,310","3,240","3,310","3,100","40,48K","-2,36%"
"23.06.2020","3,390","3,520","3,560","3,320","100,16K","-4,51%"
"22.06.2020","3,550","3,240","3,550","3,240","34,18K","2,31%"
"19.06.2020","3,470","3,500","3,590","3,380","38,18K","2,97%"
"18.06.2020","3,370","3,310","3,390","3,310","37,04K","-0,30%"
"17.06.2020","3,380","3,560","3,560","3,300","53,54K","-5,85%"
"16.06.2020","3,590","3,240","3,590","3,240","66,97K","3,76%"
"15.06.2020","3,460","3,280","3,540","3,280","52,34K","0,00%"
"12.06.2020","3,460","3,410","3,590","3,280","136,33K","11,61%"
"11.06.2020","3,100","3,750","3,770","3,050","204,34K","-17,99%"
"10.06.2020","3,780","3,900","3,930","3,610","97,36K","0,27%"
"09.06.2020","3,770","3,810","3,810","3,570","69,65K","-0,79%"
"08.06.2020","3,800","3,880","3,880","3,650","277,03K","5,26%"
"05.06.2020","3,610","3,630","3,720","3,420","273,98K","4,03%"
"04.06.2020","3,470","3,410","3,560","3,390","114,51K","0,29%"
"03.06.2020","3,460","3,230","3,530","3,200","650,61K","8,12%"
"02.06.2020","3,200","3,050","3,200","3,050","87,21K","7,02%"
"01.06.2020","2,990","2,910","3,060","2,910","40,72K","1,70%"
"29.05.2020","2,940","2,960","3,120","2,900","106,00K","0,00%"
"28.05.2020","2,940","3,050","3,050","2,900","102,43K","-4,85%"
"27.05.2020","3,090","3,140","3,140","3,030","84,61K","-2,83%"
"26.05.2020","3,180","3,310","3,400","3,140","181,39K","-3,05%"
"22.05.2020","3,280","3,330","3,490","3,210","80,95K","-2,09%"
"21.05.2020","3,350","3,280","3,480","3,270","187,88K","-0,89%"
"20.05.2020","3,380","3,480","3,480","3,330","57,86K","-0,29%"
"19.05.2020","3,390","3,460","3,520","3,330","77,66K","-0,59%"
"18.05.2020","3,410","3,500","3,500","3,320","119,37K","3,33%"
"15.05.2020","3,300","3,250","3,300","3,230","32,35K","1,54%"
"14.05.2020","3,250","2,850","3,260","2,850","109,98K","7,26%"
"13.05.2020","3,030","3,180","3,180","2,930","67,12K","-7,06%"
"12.05.2020","3,260","3,600","3,600","3,210","157,45K","-4,96%"
"11.05.2020","3,430","3,500","3,520","3,340","143,90K","1,18%"
"08.05.2020","3,390","3,100","3,460","2,997","112,88K","13,76%"
"07.05.2020","2,980","2,760","3,090","2,710","275,89K","16,86%"
"06.05.2020","2,550","2,710","2,750","2,520","36,79K","-2,67%"
"05.05.2020","2,620","2,920","3,000","2,540","153,58K","-7,75%"
"04.05.2020","2,840","2,830","2,860","2,660","37,89K","0,71%"
"01.05.2020","2,820","3,030","3,060","2,610","68,42K","-1,40%"
"30.04.2020","2,860","3,100","3,170","2,520","138,08K","0,00%"
"29.04.2020","2,860","2,310","3,000","2,161","315,20K","30,00%"
"28.04.2020","2,200","2,080","2,270","2,010","170,95K","8,37%"
"27.04.2020","2,030","2,150","2,150","1,990","42,32K","-3,33%"
"24.04.2020","2,100","2,060","2,120","1,960","118,82K","-0,94%"
"23.04.2020","2,120","2,250","2,250","2,030","48,50K","-1,40%"
"22.04.2020","2,150","2,210","2,230","2,150","35,77K","1,90%"
"21.04.2020","2,110","2,080","2,200","2,000","52,79K","1,44%"
"20.04.2020","2,080","2,260","2,260","2,060","59,07K","-8,77%"
"17.04.2020","2,280","2,216","2,330","2,216","28,97K","3,64%"
"16.04.2020","2,200","2,380","2,380","2,150","93,58K","-7,56%"
"15.04.2020","2,380","2,400","2,400","2,300","40,89K","-0,83%"
"14.04.2020","2,400","2,530","2,580","2,300","99,51K","-5,51%"
"13.04.2020","2,540","2,720","2,830","2,400","91,56K","-2,31%"
"09.04.2020","2,600","2,570","2,870","2,400","118,87K","3,58%"
"08.04.2020","2,510","2,400","2,570","2,360","36,79K","5,03%"
"07.04.2020","2,390","2,400","2,630","2,220","165,00K","0,00%"
"06.04.2020","2,390","2,300","2,400","2,180","108,75K","7,66%"
"03.04.2020","2,220","2,100","2,280","1,970","302,62K","9,90%"
"02.04.2020","2,020","2,000","2,110","1,810","535,21K","6,32%"
"01.04.2020","1,900","1,960","2,000","1,800","243,26K","-5,00%"
"31.03.2020","2,000","1,990","2,310","1,940","185,25K","0,50%"
"30.03.2020","1,990","2,090","2,190","1,930","162,74K","-9,55%"
"27.03.2020","2,200","2,350","2,350","2,110","167,56K","-8,71%"
"26.03.2020","2,410","2,330","2,510","2,330","76,66K","2,12%"
"25.03.2020","2,360","2,330","2,440","2,280","100,15K","2,16%"
"24.03.2020","2,310","2,320","2,330","2,080","89,74K","7,44%"
"23.03.2020","2,150","2,140","2,170","2,000","90,57K","-7,33%"
"20.03.2020","2,320","2,570","2,630","2,300","53,74K","0,00%"
"19.03.2020","2,320","2,350","2,430","2,310","52,28K","-2,11%"
"18.03.2020","2,370","2,500","2,520","2,060","101,05K","-10,57%"
"17.03.2020","2,650","2,750","3,050","2,550","130,02K","-0,75%"
"16.03.2020","2,670","2,960","3,140","2,600","114,94K","-22,61%"
"13.03.2020","3,450","3,300","3,510","3,140","79,98K","7,81%"
"12.03.2020","3,200","3,650","3,650","2,310","338,96K","-21,95%"
"11.03.2020","4,100","4,610","4,670","4,000","39,98K","-12,39%"
"10.03.2020","4,680","4,410","4,700","4,340","52,94K","13,87%"
"09.03.2020","4,110","5,000","5,070","4,050","190,42K","-32,07%"
"06.03.2020","6,050","6,260","6,260","5,900","68,53K","-1,63%"
"05.03.2020","6,150","6,190","6,290","5,990","60,63K","-2,84%"
"04.03.2020","6,330","6,600","6,600","5,950","83,26K","-2,62%"
"03.03.2020","6,500","6,150","6,960","5,950","158,78K","8,51%"
"02.03.2020","5,990","6,200","6,390","5,990","63,97K","-3,85%"
"28.02.2020","6,230","6,160","6,230","5,930","61,92K","1,14%"
"27.02.2020","6,160","6,200","6,390","5,930","207,46K","-6,38%"
"26.02.2020","6,580","6,720","6,950","6,550","44,15K","-2,23%"
"25.02.2020","6,730","7,050","7,200","6,720","59,66K","-4,54%"
"24.02.2020","7,050","7,360","7,430","6,800","40,77K","-6,13%"
"21.02.2020","7,510","7,680","7,680","7,380","12,32K","-2,21%"
"20.02.2020","7,680","7,720","7,720","7,530","69,07K","-0,78%"
"19.02.2020","7,740","7,500","7,930","7,430","128,95K","4,03%"
"18.02.2020","7,440","7,230","7,560","7,200","47,27K","-2,11%"
"14.02.2020","7,600","7,470","7,600","7,400","13,74K","1,74%"
"13.02.2020","7,470","7,600","7,600","7,250","43,79K","-1,06%"
"12.02.2020","7,550","7,220","7,600","7,220","24,05K","4,14%"
"11.02.2020","7,250","7,400","7,400","7,010","143,02K","-2,16%"
"10.02.2020","7,410","7,330","7,470","7,210","55,74K","0,14%"
"07.02.2020","7,400","7,130","7,460","7,090","54,79K","2,64%"
"06.02.2020","7,210","6,810","7,210","6,430","90,78K","6,81%"
"05.02.2020","6,750","6,780","7,000","6,640","111,04K","2,27%"
